"ICB_CODE","ICB_NAME","sex","age_group","pop","YEAR"
"E54000029","NHS North East London Integrated Care Board","Female","16-20",55675,2017
"E54000029","NHS North East London Integrated Care Board","Female","2-5",55648,2017
"E54000029","NHS North East London Integrated Care Board","Female","21-25",83875,2017
"E54000029","NHS North East London Integrated Care Board","Female","26-30",104084,2017
"E54000029","NHS North East London Integrated Care Board","Female","31-35",99658,2017
"E54000029","NHS North East London Integrated Care Board","Female","36-40",81812,2017
"E54000029","NHS North East London Integrated Care Board","Female","41-45",65879,2017
"E54000029","NHS North East London Integrated Care Board","Female","46-50",61322,2017
"E54000029","NHS North East London Integrated Care Board","Female","51-55",55446,2017
"E54000029","NHS North East London Integrated Care Board","Female","56-60",44657,2017
"E54000029","NHS North East London Integrated Care Board","Female","6-10",65392,2017
"E54000029","NHS North East London Integrated Care Board","Female","61-65",34810,2017
"E54000029","NHS North East London Integrated Care Board","Female","66-70",29878,2017
"E54000029","NHS North East London Integrated Care Board","Female","71-75",22490,2017
"E54000029","NHS North East London Integrated Care Board","Female","76-80",18358,2017
"E54000029","NHS North East London Integrated Care Board","Female","81-85",14127,2017
"E54000029","NHS North East London Integrated Care Board","Female","86-90",14168,2017
"E54000029","NHS North East London Integrated Care Board","Male","0-1",31556,2017
"E54000029","NHS North East London Integrated Care Board","Male","11-15",58702,2017
"E54000029","NHS North East London Integrated Care Board","Male","16-20",57106,2017
"E54000029","NHS North East London Integrated Care Board","Male","2-5",58567,2017
"E54000029","NHS North East London Integrated Care Board","Male","21-25",75844,2017
"E54000029","NHS North East London Integrated Care Board","Male","26-30",92765,2017
"E54000029","NHS North East London Integrated Care Board","Male","31-35",98322,2017
"E54000029","NHS North East London Integrated Care Board","Male","36-40",84743,2017
"E54000029","NHS North East London Integrated Care Board","Male","41-45",68763,2017
"E54000029","NHS North East London Integrated Care Board","Male","46-50",62325,2017
"E54000029","NHS North East London Integrated Care Board","Male","51-55",53626,2017
"E54000029","NHS North East London Integrated Care Board","Male","56-60",44503,2017
"E54000029","NHS North East London Integrated Care Board","Male","6-10",67844,2017
"E54000029","NHS North East London Integrated Care Board","Male","61-65",33022,2017
"E54000029","NHS North East London Integrated Care Board","Male","66-70",26688,2017
"E54000029","NHS North East London Integrated Care Board","Male","71-75",18462,2017
"E54000029","NHS North East London Integrated Care Board","Male","76-80",14649,2017
"E54000029","NHS North East London Integrated Care Board","Male","81-85",10440,2017
"E54000029","NHS North East London Integrated Care Board","Male","86-90",7594,2017
"E54000030","NHS South East London Integrated Care Board","Female","0-1",23886,2017
"E54000030","NHS South East London Integrated Care Board","Female","11-15",46682,2017
"E54000030","NHS South East London Integrated Care Board","Female","16-20",45823,2017
"E54000030","NHS South East London Integrated Care Board","Female","2-5",45081,2017
"E54000030","NHS South East London Integrated Care Board","Female","21-25",74813,2017
"E54000030","NHS South East London Integrated Care Board","Female","26-30",94045,2017
"E54000030","NHS South East London Integrated Care Board","Female","31-35",85307,2017
"E54000030","NHS South East London Integrated Care Board","Female","36-40",75502,2017
"E54000030","NHS South East London Integrated Care Board","Female","41-45",64562,2017
"E54000030","NHS South East London Integrated Care Board","Female","46-50",63895,2017
"E54000030","NHS South East London Integrated Care Board","Female","51-55",60520,2017
"E54000030","NHS South East London Integrated Care Board","Female","56-60",47037,2017
"E54000030","NHS South East London Integrated Care Board","Female","6-10",54233,2017
"E54000030","NHS South East London Integrated Care Board","Female","61-65",34843,2017
"E54000030","NHS South East London Integrated Care Board","Female","66-70",31708,2017
"E54000030","NHS South East London Integrated Care Board","Female","71-75",24571,2017
"E54000030","NHS South East London Integrated Care Board","Female","76-80",20139,2017
"E54000030","NHS South East London Integrated Care Board","Female","81-85",15382,2017
"E54000030","NHS South East London Integrated Care Board","Female","86-90",15603,2017
"E54000030","NHS South East London Integrated Care Board","Male","0-1",25039,2017
"E54000030","NHS South East London Integrated Care Board","Male","11-15",48491,2017
"E54000030","NHS South East London Integrated Care Board","Male","16-20",46359,2017
"E54000030","NHS South East London Integrated Care Board","Male","2-5",47000,2017
"E54000030","NHS South East London Integrated Care Board","Male","21-25",63864,2017
"E54000030","NHS South East London Integrated Care Board","Male","26-30",81298,2017
"E54000030","NHS South East London Integrated Care Board","Male","31-35",81507,2017
"E54000030","NHS South East London Integrated Care Board","Male","36-40",73512,2017
"E54000030","NHS South East London Integrated Care Board","Male","41-45",63745,2017
"E54000030","NHS South East London Integrated Care Board","Male","46-50",61745,2017
"E54000030","NHS South East London Integrated Care Board","Male","51-55",56946,2017
"E54000030","NHS South East London Integrated Care Board","Male","56-60",45261,2017
"E54000030","NHS South East London Integrated Care Board","Male","6-10",56360,2017
"E54000030","NHS South East London Integrated Care Board","Male","61-65",32822,2017
"E54000030","NHS South East London Integrated Care Board","Male","66-70",28897,2017
"E54000030","NHS South East London Integrated Care Board","Male","71-75",20782,2017
"E54000030","NHS South East London Integrated Care Board","Male","76-80",15557,2017
"E54000030","NHS South East London Integrated Care Board","Male","81-85",10878,2017
"E54000030","NHS South East London Integrated Care Board","Male","86-90",8100,2017
"E54000031","NHS South West London Integrated Care Board","Female","0-1",20310,2017
"E54000031","NHS South West London Integrated Care Board","Female","11-15",39339,2017
"E54000031","NHS South West London Integrated Care Board","Female","16-20",36387,2017
"E54000031","NHS South West London Integrated Care Board","Female","2-5",39317,2017
"E54000031","NHS South West London Integrated Care Board","Female","21-25",55629,2017
"E54000031","NHS South West London Integrated Care Board","Female","26-30",70305,2017
"E54000031","NHS South West London Integrated Care Board","Female","31-35",71035,2017
"E54000031","NHS South West London Integrated Care Board","Female","36-40",65784,2017
"E54000031","NHS South West London Integrated Care Board","Female","41-45",56993,2017
"E54000031","NHS South West London Integrated Care Board","Female","46-50",54525,2017
"E54000031","NHS South West London Integrated Care Board","Female","51-55",50494,2017
"E54000031","NHS South West London Integrated Care Board","Female","56-60",39535,2017
"E54000031","NHS South West London Integrated Care Board","Female","6-10",46906,2017
"E54000031","NHS South West London Integrated Care Board","Female","61-65",32057,2017
"E54000031","NHS South West London Integrated Care Board","Female","66-70",30358,2017
"E54000031","NHS South West London Integrated Care Board","Female","71-75",22884,2017
"E54000031","NHS South West London Integrated Care Board","Female","76-80",17909,2017
"E54000031","NHS South West London Integrated Care Board","Female","81-85",13752,2017
"E54000031","NHS South West London Integrated Care Board","Female","86-90",14557,2017
"E54000031","NHS South West London Integrated Care Board","Male","0-1",21252,2017
"E54000031","NHS South West London Integrated Care Board","Male","11-15",40901,2017
"E54000031","NHS South West London Integrated Care Board","Male","16-20",36478,2017
"E54000031","NHS South West London Integrated Care Board","Male","2-5",40916,2017
"E54000031","NHS South West London Integrated Care Board","Male","21-25",46937,2017
"E54000031","NHS South West London Integrated Care Board","Male","26-30",58869,2017
"E54000031","NHS South West London Integrated Care Board","Male","31-35",64450,2017
"E54000031","NHS South West London Integrated Care Board","Male","36-40",62621,2017
"E54000031","NHS South West London Integrated Care Board","Male","41-45",55477,2017
"E54000031","NHS South West London Integrated Care Board","Male","46-50",51448,2017
"E54000031","NHS South West London Integrated Care Board","Male","51-55",47571,2017
"E54000031","NHS South West London Integrated Care Board","Male","56-60",38207,2017
"E54000031","NHS South West London Integrated Care Board","Male","6-10",49300,2017
"E54000031","NHS South West London Integrated Care Board","Male","61-65",29578,2017
"E54000031","NHS South West London Integrated Care Board","Male","66-70",27320,2017
"E54000031","NHS South West London Integrated Care Board","Male","71-75",19599,2017
"E54000031","NHS South West London Integrated Care Board","Male","76-80",14368,2017
"E54000031","NHS South West London Integrated Care Board","Male","81-85",10034,2017
"E54000031","NHS South West London Integrated Care Board","Male","86-90",7543,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","0-1",20409,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","11-15",51773,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","16-20",52104,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","2-5",42923,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","21-25",55044,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","26-30",57524,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","31-35",57418,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","36-40",57249,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","41-45",59286,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","46-50",66601,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","51-55",65998,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","56-60",56920,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","6-10",54809,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","61-65",50097,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","66-70",55372,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","71-75",43610,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","76-80",32255,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","81-85",24581,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Female","86-90",25658,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","0-1",21545,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","11-15",54925,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","16-20",53625,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","2-5",45431,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","21-25",54828,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","26-30",54726,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","31-35",54136,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","36-40",54469,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","41-45",56424,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","46-50",64425,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","51-55",65007,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","56-60",55507,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","6-10",57767,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","61-65",48082,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","66-70",51390,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","71-75",39741,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","76-80",27594,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","81-85",18619,2017
"E54000032","NHS Kent and Medway Integrated Care Board","Male","86-90",13487,2017
"E54000034","NHS Frimley Integrated Care Board","Female","0-1",9078,2017
"E54000034","NHS Frimley Integrated Care Board","Female","11-15",22107,2017
"E54000034","NHS Frimley Integrated Care Board","Female","16-20",20456,2017
"E54000034","NHS Frimley Integrated Care Board","Female","2-5",19129,2017
"E54000034","NHS Frimley Integrated Care Board","Female","21-25",21829,2017
"E54000034","NHS Frimley Integrated Care Board","Female","26-30",25057,2017
"E54000034","NHS Frimley Integrated Care Board","Female","31-35",27884,2017
"E54000034","NHS Frimley Integrated Care Board","Female","36-40",28787,2017
"E54000034","NHS Frimley Integrated Care Board","Female","41-45",27654,2017
"E54000034","NHS Frimley Integrated Care Board","Female","46-50",28075,2017
"E54000034","NHS Frimley Integrated Care Board","Female","51-55",26277,2017
"E54000034","NHS Frimley Integrated Care Board","Female","56-60",21643,2017
"E54000034","NHS Frimley Integrated Care Board","Female","6-10",24916,2017
"E54000034","NHS Frimley Integrated Care Board","Female","61-65",17904,2017
"E54000034","NHS Frimley Integrated Care Board","Female","66-70",17622,2017
"E54000034","NHS Frimley Integrated Care Board","Female","71-75",13936,2017
"E54000034","NHS Frimley Integrated Care Board","Female","76-80",10766,2017
"E54000034","NHS Frimley Integrated Care Board","Female","81-85",8360,2017
"E54000034","NHS Frimley Integrated Care Board","Female","86-90",8441,2017
"E54000034","NHS Frimley Integrated Care Board","Male","0-1",9542,2017
"E54000034","NHS Frimley Integrated Care Board","Male","11-15",23921,2017
"E54000034","NHS Frimley Integrated Care Board","Male","16-20",22104,2017
"E54000034","NHS Frimley Integrated Care Board","Male","2-5",20493,2017
"E54000034","NHS Frimley Integrated Care Board","Male","21-25",22101,2017
"E54000034","NHS Frimley Integrated Care Board","Male","26-30",24116,2017
"E54000034","NHS Frimley Integrated Care Board","Male","31-35",25886,2017
"E54000034","NHS Frimley Integrated Care Board","Male","36-40",27556,2017
"E54000034","NHS Frimley Integrated Care Board","Male","41-45",27710,2017
"E54000034","NHS Frimley Integrated Care Board","Male","46-50",27885,2017
"E54000034","NHS Frimley Integrated Care Board","Male","51-55",26363,2017
"E54000034","NHS Frimley Integrated Care Board","Male","56-60",21756,2017
"E54000034","NHS Frimley Integrated Care Board","Male","6-10",25969,2017
"E54000034","NHS Frimley Integrated Care Board","Male","61-65",17272,2017
"E54000034","NHS Frimley Integrated Care Board","Male","66-70",16566,2017
"E54000034","NHS Frimley Integrated Care Board","Male","71-75",12569,2017
"E54000034","NHS Frimley Integrated Care Board","Male","76-80",9171,2017
"E54000034","NHS Frimley Integrated Care Board","Male","81-85",6335,2017
"E54000034","NHS Frimley Integrated Care Board","Male","86-90",4664,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","0-1",5132,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","11-15",14064,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","16-20",15043,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","2-5",11558,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","21-25",14938,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","26-30",14804,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","31-35",14808,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","36-40",15096,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","41-45",17052,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","46-50",20280,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","51-55",21237,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","56-60",20122,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","6-10",14521,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","61-65",19284,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","66-70",21784,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","71-75",17295,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","76-80",11937,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","81-85",9091,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","86-90",9469,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","0-1",5611,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","11-15",14548,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","16-20",15653,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","2-5",11983,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","21-25",15236,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","26-30",14525,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","31-35",14051,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","36-40",14393,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","41-45",15735,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","46-50",18528,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","51-55",19723,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","56-60",18802,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","6-10",15547,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","61-65",17780,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","66-70",20347,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","71-75",16149,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","76-80",10651,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","81-85",7169,2017
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","86-90",5145,2017
"E54000037","NHS Devon Integrated Care Board","Female","0-1",11154,2017
"E54000037","NHS Devon Integrated Care Board","Female","11-15",29300,2017
"E54000037","NHS Devon Integrated Care Board","Female","16-20",34245,2017
"E54000037","NHS Devon Integrated Care Board","Female","2-5",23895,2017
"E54000037","NHS Devon Integrated Care Board","Female","21-25",35306,2017
"E54000037","NHS Devon Integrated Care Board","Female","26-30",33012,2017
"E54000037","NHS Devon Integrated Care Board","Female","31-35",32807,2017
"E54000037","NHS Devon Integrated Care Board","Female","36-40",32096,2017
"E54000037","NHS Devon Integrated Care Board","Female","41-45",34550,2017
"E54000037","NHS Devon Integrated Care Board","Female","46-50",41920,2017
"E54000037","NHS Devon Integrated Care Board","Female","51-55",44132,2017
"E54000037","NHS Devon Integrated Care Board","Female","56-60",41042,2017
"E54000037","NHS Devon Integrated Care Board","Female","6-10",31168,2017
"E54000037","NHS Devon Integrated Care Board","Female","61-65",38352,2017
"E54000037","NHS Devon Integrated Care Board","Female","66-70",42490,2017
"E54000037","NHS Devon Integrated Care Board","Female","71-75",34517,2017
"E54000037","NHS Devon Integrated Care Board","Female","76-80",25568,2017
"E54000037","NHS Devon Integrated Care Board","Female","81-85",19925,2017
"E54000037","NHS Devon Integrated Care Board","Female","86-90",21735,2017
"E54000037","NHS Devon Integrated Care Board","Male","0-1",11671,2017
"E54000037","NHS Devon Integrated Care Board","Male","11-15",31078,2017
"E54000037","NHS Devon Integrated Care Board","Male","16-20",35528,2017
"E54000037","NHS Devon Integrated Care Board","Male","2-5",25539,2017
"E54000037","NHS Devon Integrated Care Board","Male","21-25",37906,2017
"E54000037","NHS Devon Integrated Care Board","Male","26-30",33345,2017
"E54000037","NHS Devon Integrated Care Board","Male","31-35",31722,2017
"E54000037","NHS Devon Integrated Care Board","Male","36-40",30697,2017
"E54000037","NHS Devon Integrated Care Board","Male","41-45",32976,2017
"E54000037","NHS Devon Integrated Care Board","Male","46-50",39423,2017
"E54000037","NHS Devon Integrated Care Board","Male","51-55",41510,2017
"E54000037","NHS Devon Integrated Care Board","Male","56-60",38543,2017
"E54000037","NHS Devon Integrated Care Board","Male","6-10",32714,2017
"E54000037","NHS Devon Integrated Care Board","Male","61-65",35513,2017
"E54000037","NHS Devon Integrated Care Board","Male","66-70",39709,2017
"E54000037","NHS Devon Integrated Care Board","Male","71-75",32173,2017
"E54000037","NHS Devon Integrated Care Board","Male","76-80",21861,2017
"E54000037","NHS Devon Integrated Care Board","Male","81-85",15289,2017
"E54000037","NHS Devon Integrated Care Board","Male","86-90",11564,2017
"E54000038","NHS Somerset Integrated Care Board","Female","0-1",5382,2017
"E54000038","NHS Somerset Integrated Care Board","Female","11-15",14885,2017
"E54000038","NHS Somerset Integrated Care Board","Female","16-20",14053,2017
"E54000038","NHS Somerset Integrated Care Board","Female","2-5",11579,2017
"E54000038","NHS Somerset Integrated Care Board","Female","21-25",13816,2017
"E54000038","NHS Somerset Integrated Care Board","Female","26-30",15740,2017
"E54000038","NHS Somerset Integrated Care Board","Female","31-35",14773,2017
"E54000038","NHS Somerset Integrated Care Board","Female","36-40",14946,2017
"E54000038","NHS Somerset Integrated Care Board","Female","41-45",16928,2017
"E54000038","NHS Somerset Integrated Care Board","Female","46-50",20440,2017
"E54000038","NHS Somerset Integrated Care Board","Female","51-55",21269,2017
"E54000038","NHS Somerset Integrated Care Board","Female","56-60",19501,2017
"E54000038","NHS Somerset Integrated Care Board","Female","6-10",15406,2017
"E54000038","NHS Somerset Integrated Care Board","Female","61-65",18467,2017
"E54000038","NHS Somerset Integrated Care Board","Female","66-70",20211,2017
"E54000038","NHS Somerset Integrated Care Board","Female","71-75",16436,2017
"E54000038","NHS Somerset Integrated Care Board","Female","76-80",12005,2017
"E54000038","NHS Somerset Integrated Care Board","Female","81-85",9170,2017
"E54000038","NHS Somerset Integrated Care Board","Female","86-90",10407,2017
"E54000038","NHS Somerset Integrated Care Board","Male","0-1",5664,2017
"E54000038","NHS Somerset Integrated Care Board","Male","11-15",15837,2017
"E54000038","NHS Somerset Integrated Care Board","Male","16-20",15245,2017
"E54000038","NHS Somerset Integrated Care Board","Male","2-5",12157,2017
"E54000038","NHS Somerset Integrated Care Board","Male","21-25",14638,2017
"E54000038","NHS Somerset Integrated Care Board","Male","26-30",15707,2017
"E54000038","NHS Somerset Integrated Care Board","Male","31-35",14853,2017
"E54000038","NHS Somerset Integrated Care Board","Male","36-40",13995,2017
"E54000038","NHS Somerset Integrated Care Board","Male","41-45",15740,2017
"E54000038","NHS Somerset Integrated Care Board","Male","46-50",19409,2017
"E54000038","NHS Somerset Integrated Care Board","Male","51-55",20335,2017
"E54000038","NHS Somerset Integrated Care Board","Male","56-60",18599,2017
"E54000038","NHS Somerset Integrated Care Board","Male","6-10",16006,2017
"E54000038","NHS Somerset Integrated Care Board","Male","61-65",17311,2017
"E54000038","NHS Somerset Integrated Care Board","Male","66-70",19329,2017
"E54000038","NHS Somerset Integrated Care Board","Male","71-75",15181,2017
"E54000038","NHS Somerset Integrated Care Board","Male","76-80",10574,2017
"E54000038","NHS Somerset Integrated Care Board","Male","81-85",7232,2017
"E54000038","NHS Somerset Integrated Care Board","Male","86-90",5669,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","0-1",11145,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","11-15",24049,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","16-20",28692,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","2-5",22562,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","21-25",36430,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","26-30",38004,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","31-35",35776,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","36-40",32297,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","41-45",29810,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","46-50",32047,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","51-55",31629,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","56-60",26701,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","6-10",27322,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","61-65",23224,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","66-70",24272,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","71-75",19743,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","76-80",15033,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","81-85",11963,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","86-90",12409,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","0-1",11707,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","11-15",24970,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","16-20",29238,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","2-5",23630,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","21-25",36442,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","26-30",36558,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","31-35",35785,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","36-40",32559,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","41-45",30387,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","46-50",32107,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","51-55",31575,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","56-60",26303,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","6-10",28901,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","61-65",22436,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","66-70",22937,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","71-75",18100,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","76-80",12845,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","81-85",8809,2017
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Male","86-90",6796,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","0-1",9697,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","11-15",25171,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","16-20",27013,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","2-5",20886,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","21-25",26893,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","26-30",28075,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","31-35",28168,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","36-40",27998,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","41-45",30787,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","46-50",34081,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","51-55",34020,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","56-60",29487,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","6-10",27209,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","61-65",25643,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","66-70",26610,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","71-75",21505,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","76-80",16013,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","81-85",12279,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Female","86-90",13119,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Male","0-1",10241,2017
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Male","11-15",26508,2017
